,LSCA
1991-05-23,286350.0
1991-05-30,279800.0
1991-06-03,274925.0
1991-06-06,273100.0
1991-06-10,270625.0
1991-06-13,269275.0
1991-06-17,265925.0
1991-06-20,259900.0
1991-06-24,256050.0
1991-06-27,263350.0
1991-07-01,264875.0
1991-07-04,265000.0
1991-07-08,263525.0
1991-07-11,262575.0
1991-07-15,251100.0
1991-07-18,255350.0
1991-07-22,256675.0
1991-07-25,259775.0
1991-07-29,261600.0
1991-08-01,266500.0
1991-08-05,266900.0
1991-08-08,280100.0
1991-08-12,287075.0
1991-08-15,288575.0
1991-08-19,290950.0
1991-08-22,296000.0
1991-08-29,303250.0
1991-09-02,307050.0
1991-09-05,310000.0
1991-09-09,308650.0
1991-09-12,312475.0
1991-09-16,314050.0
1991-09-19,312075.0
1991-09-23,309625.0
1991-09-26,309300.0
1991-09-30,308350.0
1991-10-03,304825.0
1991-10-07,302800.0
1991-10-10,300925.0
1991-10-14,300675.0
1991-10-17,300125.0
1991-10-21,297325.0
1991-10-24,294050.0
1991-10-28,293675.0
1991-10-31,291625.0
1991-11-04,291625.0
1991-11-07,293200.0
1991-11-11,292050.0
1991-11-14,292650.0
1991-11-18,295375.0
1991-11-21,297025.0
1991-11-25,300775.0
1991-11-28,302325.0
1991-12-02,308250.0
1991-12-05,314600.0
1991-12-09,315300.0
1991-12-12,314450.0
1991-12-16,315725.0
1991-12-19,316875.0
1991-12-23,325500.0
1991-12-30,327425.0
1992-01-02,332325.0
1992-01-06,335025.0
1992-01-09,332425.0
1992-01-13,330900.0
1992-01-16,327850.0
1992-01-20,318100.0
1992-01-23,315675.0
1992-01-27,313300.0
1992-01-30,305575.0
1992-02-03,308600.0
1992-02-06,310225.0
1992-02-10,307700.0
1992-02-13,305950.0
1992-02-17,305500.0
1992-02-20,308550.0
1992-02-24,307150.0
1992-02-27,302725.0
1992-03-02,302750.0
1992-03-05,302325.0
1992-03-09,301150.0
1992-03-12,301975.0
1992-03-16,303100.0
1992-03-19,303300.0
1992-03-23,302500.0
1992-03-26,300775.0
1992-03-30,298700.0
1992-04-02,296400.0
1992-04-06,291725.0
1992-04-09,292050.0
1992-04-13,292225.0
1992-04-16,287300.0
1992-04-23,282925.0
1992-04-27,281100.0
1992-04-30,279650.0
1992-05-07,275350.0
1992-05-11,272850.0
1992-05-14,271750.0
1992-05-18,266200.0
1992-05-21,265725.0
1992-05-28,264750.0
1992-06-01,265350.0
1992-06-04,264500.0
1992-06-08,263925.0
1992-06-11,263350.0
1992-06-15,262775.0
1992-06-18,263750.0
1992-06-22,261925.0
1992-06-25,261200.0
1992-06-29,260250.0
1992-07-02,259125.0
1992-07-06,262750.0
1992-07-09,262400.0
1992-07-13,260650.0
1992-07-16,257975.0
1992-07-20,257825.0
1992-07-23,255975.0
1992-07-27,253550.0
1992-07-30,251350.0
1992-08-03,246750.0
1992-08-06,248500.0
1992-08-10,249600.0
1992-08-13,251350.0
1992-08-17,258425.0
1992-08-20,262325.0
1992-08-24,262975.0
1992-08-27,268550.0
1992-09-03,275275.0
1992-09-07,277100.0
1992-09-10,278800.0
1992-09-14,281800.0
1992-09-17,285075.0
1992-09-21,286850.0
1992-09-24,288225.0
1992-09-28,291875.0
1992-10-01,296750.0
1992-10-05,299775.0
1992-10-08,300125.0
1992-10-12,300475.0
1992-10-15,302450.0
1992-10-19,305075.0
1992-10-22,307150.0
1992-10-26,309725.0
1992-10-29,314400.0
1992-11-02,317800.0
1992-11-05,320475.0
1992-11-09,319150.0
1992-11-12,321100.0
1992-11-16,323100.0
1992-11-19,324100.0
1992-11-23,324925.0
1992-11-26,327000.0
1992-11-30,326950.0
1992-12-03,327375.0
1992-12-07,328825.0
1992-12-10,332850.0
1992-12-14,331975.0
1992-12-17,337325.0
1992-12-21,342400.0
1993-01-04,315775.0
1993-01-07,314900.0
1993-01-11,305475.0
1993-01-14,308900.0
1993-01-18,311200.0
1993-01-21,314850.0
1993-01-25,316300.0
1993-01-28,311325.0
1993-02-01,313500.0
1993-02-04,315475.0
1993-02-08,317375.0
1993-02-11,318875.0
1993-02-15,319425.0
1993-02-18,319425.0
1993-02-22,327100.0
1993-02-25,328125.0
1993-03-01,333075.0
1993-03-04,334775.0
1993-03-08,338950.0
1993-03-11,339400.0
1993-03-15,346100.0
1993-03-18,347350.0
1993-03-22,351275.0
1993-03-25,354700.0
1993-03-29,356250.0
1993-04-01,362125.0
1993-04-05,365800.0
1993-04-08,367250.0
1993-04-15,369600.0
1993-04-19,372700.0
1993-04-22,382100.0
1993-04-26,388375.0
1993-04-29,392375.0
1993-05-06,400300.0
1993-05-10,403475.0
1993-05-13,407125.0
1993-05-17,411550.0
1993-05-20,413675.0
1993-05-24,414400.0
1993-05-27,420400.0
1993-06-03,424800.0
1993-06-07,429100.0
1993-06-10,436300.0
1993-06-14,443125.0
1993-06-17,449375.0
1993-06-21,456125.0
1993-06-24,455375.0
1993-06-28,448225.0
1993-07-01,447075.0
1993-07-05,446900.0
1993-07-08,454500.0
1993-07-12,458000.0
1993-07-15,456825.0
1993-07-19,456725.0
1993-07-22,462975.0
1993-07-26,465125.0
1993-07-29,463250.0
1993-08-02,464325.0
1993-08-05,470600.0
1993-08-09,471900.0
1993-08-12,479925.0
1993-08-16,486400.0
1993-08-19,497450.0
1993-08-23,504250.0
1993-08-26,517250.0
1993-09-02,524500.0
1993-09-06,521700.0
1993-09-09,526150.0
1993-09-13,532000.0
1993-09-16,547875.0
1993-09-20,554225.0
1993-09-23,567875.0
1993-09-27,591225.0
1993-09-30,601725.0
1993-10-04,600700.0
1993-10-07,594550.0
1993-10-11,595900.0
1993-10-14,601250.0
1993-10-18,603700.0
1993-10-21,606050.0
1993-10-25,612900.0
1993-10-28,613600.0
1993-11-01,612250.0
1993-11-04,606675.0
1993-11-08,600575.0
1993-11-11,592800.0
1993-11-15,586425.0
1993-11-18,585825.0
1993-11-22,584750.0
1993-11-25,585975.0
1993-11-29,590500.0
1993-12-02,592425.0
1993-12-06,590850.0
1993-12-09,589950.0
1993-12-13,588550.0
1993-12-16,586700.0
1993-12-20,586175.0
1993-12-23,589225.0
1993-12-30,599500.0
1994-01-13,617800.0
1994-01-17,612175.0
1994-01-20,607575.0
1994-01-24,606425.0
1994-01-27,600775.0
1994-01-31,597525.0
1994-02-03,594950.0
1994-02-07,594850.0
1994-02-10,583400.0
1994-02-14,578200.0
1994-02-17,564850.0
1994-02-21,560975.0
1994-02-24,558950.0
1994-02-28,554500.0
1994-03-03,546875.0
1994-03-07,548450.0
1994-03-10,537475.0
1994-03-14,532150.0
1994-03-17,520625.0
1994-03-21,518975.0
1994-03-24,514975.0
1994-03-28,508875.0
1994-03-31,504350.0
1994-04-07,497825.0
1994-04-11,496125.0
1994-04-14,495475.0
1994-04-15,495475.0
1994-04-18,491600.0
1994-04-22,480975.0
1994-04-26,478625.0
1994-04-29,473450.0
1994-05-06,456425.0
1994-05-10,446400.0
1994-05-13,424700.0
1994-05-17,406075.0
1994-05-20,399725.0
1994-05-24,396525.0
1994-05-27,387000.0
1994-06-03,382750.0
1994-06-07,379050.0
1994-06-10,371200.0
1994-06-14,367450.0
1994-06-17,360850.0
1994-06-21,357375.0
1994-06-22,357375.0
1994-06-24,356900.0
1994-06-28,355650.0
1994-07-01,353925.0
1994-07-05,350925.0
1994-07-08,347800.0
1994-07-12,345550.0
1994-07-15,342125.0
1994-07-19,340925.0
1994-07-22,339600.0
1994-07-26,338875.0
1994-07-29,338650.0
1994-08-02,338900.0
1994-08-05,340550.0
1994-08-09,342700.0
1994-08-12,346475.0
1994-08-16,348100.0
1994-08-19,353575.0
1994-08-23,355650.0
1994-08-26,360450.0
1994-09-02,367350.0
1994-09-06,367800.0
1994-09-09,369400.0
1994-09-13,370075.0
1994-09-16,368825.0
1994-09-20,368050.0
1994-09-23,366300.0
1994-09-27,365050.0
1994-09-30,360800.0
1994-10-04,359375.0
1994-10-07,347375.0
1994-10-11,333500.0
1994-10-14,337100.0
1994-10-18,338800.0
1994-10-21,338400.0
1994-10-25,336775.0
1994-10-28,335075.0
1994-11-01,333100.0
1994-11-04,332225.0
1994-11-08,325250.0
1994-11-11,319200.0
1994-11-15,315525.0
1994-11-18,323225.0
1994-11-22,321725.0
1994-11-25,320075.0
1994-11-29,318725.0
1994-12-02,318275.0
1994-12-06,318400.0
1994-12-09,304275.0
1994-12-13,303400.0
1994-12-16,299875.0
1994-12-20,295400.0
1994-12-23,297325.0
1994-12-30,301850.0
1995-01-06,313175.0
1995-01-10,313425.0
1995-01-13,313025.0
1995-01-17,313775.0
1995-01-20,312575.0
1995-01-24,310200.0
1995-01-27,310125.0
1995-01-31,309700.0
1995-02-03,307450.0
1995-02-07,306150.0
1995-02-10,301525.0
1995-02-14,295075.0
1995-02-17,290525.0
1995-02-21,289000.0
1995-02-24,283600.0
1995-02-28,280925.0
1995-03-03,273700.0
1995-03-07,270550.0
1995-03-10,266050.0
1995-03-14,261475.0
1995-03-17,256225.0
1995-03-21,251450.0
1995-03-24,249300.0
1995-03-28,244700.0
1995-03-31,239900.0
1995-04-04,235975.0
1995-04-07,226825.0
1995-04-11,222375.0
1995-04-18,211350.0
1995-04-21,208775.0
1995-04-25,208575.0
1995-04-28,204750.0
1995-05-02,204425.0
1995-05-05,211800.0
1995-05-12,211275.0
1995-05-16,203200.0
1995-05-19,198500.0
1995-05-23,198750.0
1995-05-26,197950.0
1995-06-02,206325.0
1995-06-06,214025.0
1995-06-09,210550.0
1995-06-13,210050.0
1995-06-16,204000.0
1995-06-20,186325.0
1995-06-23,178500.0
1995-06-27,175775.0
1995-06-30,166425.0
1995-07-04,161700.0
1995-07-07,146125.0
1995-07-11,142325.0
1995-07-14,141450.0
1995-07-18,141100.0
1995-07-21,154250.0
1995-07-25,154825.0
1995-07-28,154075.0
1995-08-01,151200.0
1995-08-04,150550.0
1995-08-08,151350.0
1995-08-11,157325.0
1995-08-15,158950.0
1995-08-18,163650.0
1995-08-22,164625.0
1995-08-25,162750.0
1995-09-01,173500.0
1995-09-05,172875.0
1995-09-08,173125.0
1995-09-12,169725.0
1995-09-15,174300.0
1995-09-19,175775.0
1995-09-22,178300.0
1995-09-26,178425.0
1995-09-29,178100.0
1995-10-03,178825.0
1995-10-06,175550.0
1995-10-10,176225.0
1995-10-13,176350.0
1995-10-17,176925.0
1995-10-20,181550.0
1995-10-24,182475.0
1995-10-27,190950.0
1995-10-31,193450.0
1995-11-03,201575.0
1995-11-07,205350.0
1995-11-10,207325.0
1995-11-14,209650.0
1995-11-17,211450.0
1995-11-21,213875.0
1995-11-24,216650.0
1995-11-28,217800.0
1995-12-01,221875.0
1995-12-05,223800.0
1995-12-08,230125.0
1995-12-12,238050.0
1995-12-15,251150.0
1995-12-19,261075.0
1995-12-22,278700.0
1995-12-29,296425.0
1996-01-05,315175.0
1996-01-09,319825.0
1996-01-12,330675.0
1996-01-16,337925.0
1996-01-19,342450.0
1996-01-23,346575.0
1996-01-26,354175.0
1996-01-30,353500.0
1996-02-02,353700.0
1996-02-06,348975.0
1996-02-09,345275.0
1996-02-13,350550.0
1996-02-16,356800.0
1996-02-20,353000.0
1996-02-23,353050.0
1996-02-27,350925.0
1996-03-01,347975.0
1996-03-05,347775.0
1996-03-08,343525.0
1996-03-12,343100.0
1996-03-15,339575.0
1996-03-19,337050.0
1996-03-22,339250.0
1996-03-26,328450.0
1996-03-29,322025.0
1996-04-02,319375.0
1996-04-09,317425.0
1996-04-12,305100.0
1996-04-16,301325.0
1996-04-19,302725.0
1996-04-23,301625.0
1996-04-26,300975.0
1996-04-30,303575.0
1996-05-03,306975.0
1996-05-10,318200.0
1996-05-14,306450.0
1996-05-17,310800.0
1996-05-21,311575.0
1996-05-24,313550.0
1996-05-31,309450.0
1996-06-04,309850.0
1996-06-07,308325.0
1996-06-11,296000.0
1996-06-14,284800.0
1996-06-18,267775.0
1996-06-21,272775.0
1996-06-25,270425.0
1996-06-28,262625.0
1996-07-02,253300.0
1996-07-05,241600.0
1996-07-09,233850.0
1996-07-12,232875.0
1996-07-16,230975.0
1996-07-19,228725.0
1996-07-23,224100.0
1996-07-26,226775.0
1996-07-30,227300.0
1996-08-02,234850.0
1996-08-06,238000.0
1996-08-09,246675.0
1996-08-13,251900.0
1996-08-16,261000.0
1996-08-20,266000.0
1996-08-23,271675.0
1996-08-30,275275.0
1996-09-03,275775.0
1996-09-06,273675.0
1996-09-10,271150.0
1996-09-13,269825.0
1996-09-17,268350.0
1996-09-20,265450.0
1996-09-24,256625.0
1996-09-27,247325.0
1996-10-01,239500.0
1996-10-04,229575.0
1996-10-08,220950.0
1996-10-11,202500.0
1996-10-15,191550.0
1996-10-18,172425.0
1996-10-22,159350.0
1996-10-25,145825.0
1996-10-29,132350.0
1996-11-01,123700.0
1996-11-05,121175.0
1996-11-08,113400.0
1996-11-12,109175.0
1996-11-15,101175.0
1996-11-19,96125.0
1996-11-22,93900.0
1996-11-26,90050.0
1996-11-29,92475.0
1996-12-03,93475.0
1996-12-06,99875.0
1996-12-10,105275.0
1996-12-13,112500.0
1996-12-17,115375.0
1996-12-20,117450.0
1996-12-24,121400.0
1996-12-31,125350.0
1997-01-03,123225.0
1997-01-07,134700.0
1997-01-10,131275.0
1997-01-14,131475.0
1997-01-17,138500.0
1997-01-21,143225.0
1997-01-24,156000.0
1997-01-28,165650.0
1997-01-31,191750.0
1997-02-04,200500.0
1997-02-07,215825.0
1997-02-11,218475.0
1997-02-14,221725.0
1997-02-18,220625.0
1997-02-21,222500.0
1997-02-25,220050.0
1997-02-28,216575.0
1997-03-04,214800.0
1997-03-07,208575.0
1997-03-11,205525.0
1997-03-14,201250.0
1997-03-18,197450.0
1997-03-21,187775.0
1997-03-25,183475.0
1997-04-01,177250.0
1997-04-04,174475.0
1997-04-07,173600.0
1997-04-08,167125.0
1997-04-09,161775.0
1997-04-10,160000.0
1997-04-11,159675.0
1997-04-14,157900.0
1997-04-15,155775.0
1997-04-16,154675.0
1997-04-17,153825.0
1997-04-18,152475.0
1997-04-21,152000.0
1997-04-22,150125.0
1997-04-23,149100.0
1997-04-24,146750.0
1997-04-25,145200.0
1997-04-28,141800.0
1997-04-29,141075.0
1997-04-30,143750.0
1997-05-01,145750.0
1997-05-02,147925.0
1997-05-06,148925.0
1997-05-07,151975.0
1997-05-08,152925.0
1997-05-09,153350.0
1997-05-12,151600.0
1997-05-13,152125.0
1997-05-14,149300.0
1997-05-15,146075.0
1997-05-16,143675.0
1997-05-19,141575.0
1997-05-20,141100.0
1997-05-21,139975.0
1997-05-22,139000.0
1997-05-23,137675.0
1997-05-27,137025.0
1997-05-28,136575.0
1997-05-29,133025.0
1997-05-30,133225.0
1997-06-02,133025.0
1997-06-03,132500.0
1997-06-04,132550.0
1997-06-05,132800.0
1997-06-06,132625.0
1997-06-09,130875.0
1997-06-10,128125.0
1997-06-11,127525.0
1997-06-12,127325.0
1997-06-13,125650.0
1997-06-16,123775.0
1997-06-17,122225.0
1997-06-18,122525.0
1997-06-19,123350.0
1997-06-20,121550.0
1997-06-23,121775.0
1997-06-24,122250.0
1997-06-25,123125.0
1997-06-26,124750.0
1997-06-27,124900.0
1997-06-30,125150.0
1997-07-01,128325.0
1997-07-02,130075.0
1997-07-03,130500.0
1997-07-04,129850.0
1997-07-07,131100.0
1997-07-08,133350.0
1997-07-09,134325.0
1997-07-10,136325.0
1997-07-11,139125.0
1997-07-14,141200.0
1997-07-15,143300.0
1997-07-16,160325.0
1997-07-17,173350.0
1997-07-18,181150.0
1997-07-21,184400.0
1997-07-22,195950.0
1997-07-23,200950.0
1997-07-24,204900.0
1997-07-25,210225.0
1997-07-28,214125.0
1997-07-29,220600.0
1997-07-30,226950.0
1997-07-31,227800.0
1997-08-01,234950.0
1997-08-04,237750.0
1997-08-05,240675.0
1997-08-06,244975.0
1997-08-07,245775.0
1997-08-08,248700.0
1997-08-11,250400.0
1997-08-12,254300.0
1997-08-13,254350.0
1997-08-14,256300.0
1997-08-15,260875.0
1997-08-18,264600.0
1997-08-19,268675.0
1997-08-20,269850.0
1997-08-21,271600.0
1997-08-22,272575.0
1997-08-26,273100.0
1997-08-27,273200.0
1997-08-28,275150.0
1997-08-29,275150.0
1997-09-01,278600.0
1997-09-02,279625.0
1997-09-03,283225.0
1997-09-04,283400.0
1997-09-05,284850.0
1997-09-08,285325.0
1997-09-09,285700.0
1997-09-10,287425.0
1997-09-11,288275.0
1997-09-12,288775.0
1997-09-15,293900.0
1997-09-16,295950.0
1997-09-17,297900.0
1997-09-18,298925.0
1997-09-19,301950.0
1997-09-22,307075.0
1997-09-23,312400.0
1997-09-24,315750.0
1997-09-25,319425.0
1997-09-26,322450.0
1997-09-29,327700.0
1997-09-30,329100.0
1997-10-01,332800.0
1997-10-02,334800.0
1997-10-03,335175.0
1997-10-06,338750.0
1997-10-07,338525.0
1997-10-08,338925.0
1997-10-09,340825.0
1997-10-10,341475.0
1997-10-13,339975.0
1997-10-14,337900.0
1997-10-15,337550.0
1997-10-16,338050.0
1997-10-17,338625.0
1997-10-20,338325.0
1997-10-21,337150.0
1997-10-22,337125.0
1997-10-23,336175.0
1997-10-24,335225.0
1997-10-27,333625.0
1997-10-28,333675.0
1997-10-29,335425.0
1997-10-30,338800.0
1997-10-31,341225.0
1997-11-03,344525.0
1997-11-04,345200.0
1997-11-05,346175.0
1997-11-06,347025.0
1997-11-07,345850.0
1997-11-10,344775.0
1997-11-11,343375.0
1997-11-12,342025.0
1997-11-13,342625.0
1997-11-14,343025.0
1997-11-17,341450.0
1997-11-18,342125.0
1997-11-19,343375.0
1997-11-20,343800.0
1997-11-21,344275.0
1997-11-24,344325.0
1997-11-25,343175.0
1997-11-26,343750.0
1997-11-27,343225.0
1997-11-28,339600.0
1997-12-01,338725.0
1997-12-02,340900.0
1997-12-03,341550.0
1997-12-04,344450.0
1997-12-05,345650.0
1997-12-08,345025.0
1997-12-09,345400.0
1997-12-10,342000.0
1997-12-11,339725.0
1997-12-12,337550.0
1997-12-15,335550.0
1997-12-16,333375.0
1997-12-17,329650.0
1997-12-18,329675.0
1997-12-19,329175.0
1997-12-22,329800.0
1997-12-23,329425.0
1997-12-24,331525.0
1997-12-29,333625.0
1997-12-30,332725.0
1997-12-31,335025.0
1998-01-05,337550.0
1998-01-06,339900.0
1998-01-07,340950.0
1998-01-08,341400.0
1998-01-09,341850.0
1998-01-12,341000.0
1998-01-13,340775.0
1998-01-14,340750.0
1998-01-15,341250.0
1998-01-16,340550.0
1998-01-19,339875.0
1998-01-20,340075.0
1998-01-21,340550.0
1998-01-22,344025.0
1998-01-23,343500.0
1998-01-26,344625.0
1998-01-27,346000.0
1998-01-28,352600.0
1998-01-29,355975.0
1998-01-30,361525.0
1998-02-02,365375.0
1998-02-03,368275.0
1998-02-04,370325.0
1998-02-05,371325.0
1998-02-06,372975.0
1998-02-09,371875.0
1998-02-10,370050.0
1998-02-11,369250.0
1998-02-12,368100.0
1998-02-13,368025.0
1998-02-16,366775.0
1998-02-17,369425.0
1998-02-18,371075.0
1998-02-19,371800.0
1998-02-20,375550.0
1998-02-23,376400.0
1998-02-24,377750.0
1998-02-25,379325.0
1998-02-26,378500.0
1998-02-27,378075.0
1998-03-02,375550.0
1998-03-03,371825.0
1998-03-04,373100.0
1998-03-05,371525.0
1998-03-06,370525.0
1998-03-09,368350.0
1998-03-10,364125.0
1998-03-11,361750.0
1998-03-12,357775.0
1998-03-13,358150.0
1998-03-16,356425.0
1998-03-17,355025.0
1998-03-18,355325.0
1998-03-19,354625.0
1998-03-20,353450.0
1998-03-23,349825.0
1998-03-24,352250.0
1998-03-25,350725.0
1998-03-26,349375.0
1998-03-27,347000.0
1998-03-30,344000.0
1998-03-31,340025.0
1998-04-01,339350.0
1998-04-02,340275.0
1998-04-03,338750.0
1998-04-06,336875.0
1998-04-07,333425.0
1998-04-08,330050.0
1998-04-09,326775.0
1998-04-14,323575.0
1998-04-15,315050.0
1998-04-16,309600.0
1998-04-17,304975.0
1998-04-20,299050.0
1998-04-21,294125.0
1998-04-22,287000.0
1998-04-23,283525.0
1998-04-24,277350.0
1998-04-27,274300.0
1998-04-28,271750.0
1998-04-29,269325.0
1998-04-30,264875.0
1998-05-01,262200.0
1998-05-05,260875.0
1998-05-06,261875.0
1998-05-07,266200.0
1998-05-08,274900.0
1998-05-11,283050.0
1998-05-12,282800.0
1998-05-13,283175.0
1998-05-14,280400.0
1998-05-15,275650.0
1998-05-18,272900.0
1998-05-19,272150.0
1998-05-20,270650.0
1998-05-21,269600.0
1998-05-22,268675.0
1998-05-26,268700.0
1998-05-27,266375.0
1998-05-28,264475.0
1998-05-29,263575.0
1998-06-01,261350.0
1998-06-02,261250.0
1998-06-03,261400.0
1998-06-04,261525.0
1998-06-05,261325.0
1998-06-08,260775.0
1998-06-09,260675.0
1998-06-10,258875.0
1998-06-11,258675.0
1998-06-12,256900.0
1998-06-15,255000.0
1998-06-16,253675.0
1998-06-17,252650.0
1998-06-18,252875.0
1998-06-19,252225.0
1998-06-22,251575.0
1998-06-23,251150.0
1998-06-24,250400.0
1998-06-25,249300.0
1998-06-26,248925.0
1998-06-29,248125.0
1998-06-30,247650.0
1998-07-01,248900.0
1998-07-02,249475.0
1998-07-03,249150.0
1998-07-06,247750.0
1998-07-07,246575.0
1998-07-08,246750.0
1998-07-09,247000.0
1998-07-10,247125.0
1998-07-13,247050.0
1998-07-14,246800.0
1998-07-15,246675.0
1998-07-16,246825.0
1998-07-17,249100.0
1998-07-20,251300.0
1998-07-21,253350.0
1998-07-22,254600.0
1998-07-23,256050.0
1998-07-24,256400.0
1998-07-27,256525.0
1998-07-28,258400.0
1998-07-29,258600.0
1998-07-30,259350.0
1998-07-31,260150.0
1998-08-03,260700.0
1998-08-04,261525.0
1998-08-05,262625.0
1998-08-06,262950.0
1998-08-07,263850.0
1998-08-10,264575.0
1998-08-11,266525.0
1998-08-12,267250.0
1998-08-13,267975.0
1998-08-14,270000.0
1998-08-17,272900.0
1998-08-18,275250.0
1998-08-19,276125.0
1998-08-20,280675.0
1998-08-21,285500.0
1998-08-24,292325.0
1998-08-25,295675.0
1998-08-26,297375.0
1998-08-27,299800.0
1998-08-28,303200.0
1998-09-01,307400.0
1998-09-02,323550.0
1998-09-03,335375.0
1998-09-04,337300.0
1998-09-07,340125.0
1998-09-08,349425.0
1998-09-09,353275.0
1998-09-10,361250.0
1998-09-11,362725.0
1998-09-14,362975.0
1998-09-15,369900.0
1998-09-16,372400.0
1998-09-17,374725.0
1998-09-18,379600.0
1998-09-21,382250.0
1998-09-22,389250.0
1998-09-23,393450.0
1998-09-24,399075.0
1998-09-25,401375.0
1998-09-28,404100.0
1998-09-29,406375.0
1998-09-30,409525.0
1998-10-01,414075.0
1998-10-02,414575.0
1998-10-05,414475.0
1998-10-06,417325.0
1998-10-07,422150.0
1998-10-08,421850.0
1998-10-09,425025.0
1998-10-12,425825.0
1998-10-13,426250.0
1998-10-14,426825.0
1998-10-15,428450.0
1998-10-16,432175.0
1998-10-19,433200.0
1998-10-20,434425.0
1998-10-21,437475.0
1998-10-22,439500.0
1998-10-23,441450.0
1998-10-27,445600.0
1998-10-28,450275.0
1998-10-29,453150.0
1998-10-30,457675.0
1998-11-02,460425.0
1998-11-03,460625.0
1998-11-04,462650.0
1998-11-05,463275.0
1998-11-06,464200.0
1998-11-09,465625.0
1998-11-10,466325.0
1998-11-11,472475.0
1998-11-12,473425.0
1998-11-13,478400.0
1998-11-16,480200.0
1998-11-17,480700.0
1998-11-18,482400.0
1998-11-19,483175.0
1998-11-20,484425.0
1998-11-23,489675.0
1998-11-24,492600.0
1998-11-25,495950.0
1998-11-26,499550.0
1998-11-27,504025.0
1998-11-30,507025.0
1998-12-01,511450.0
1998-12-02,515125.0
1998-12-03,527975.0
1998-12-04,531675.0
1998-12-07,534075.0
1998-12-08,537025.0
1998-12-09,539875.0
1998-12-10,541925.0
1998-12-11,543925.0
1998-12-14,544425.0
1998-12-15,548375.0
1998-12-16,551625.0
1998-12-17,553350.0
1998-12-18,558150.0
1998-12-21,562300.0
1998-12-22,568200.0
1998-12-23,571625.0
1998-12-24,576825.0
1998-12-29,579775.0
1998-12-30,584200.0
1998-12-31,589925.0
1999-01-04,592425.0
1999-01-05,594800.0
1999-01-06,599525.0
1999-01-07,600300.0
1999-01-08,601075.0
1999-01-11,602800.0
1999-01-12,603200.0
1999-01-13,603600.0
1999-01-14,604425.0
1999-01-15,604225.0
1999-01-18,605275.0
1999-01-19,607175.0
1999-01-20,610000.0
1999-01-21,612125.0
1999-01-22,615875.0
1999-01-25,623325.0
1999-01-26,628825.0
1999-01-27,641200.0
1999-01-28,641900.0
1999-01-29,643900.0
1999-02-01,646675.0
1999-02-02,650700.0
1999-02-03,655300.0
1999-02-04,663000.0
1999-02-05,666725.0
1999-02-08,667650.0
1999-02-09,669625.0
1999-02-10,671800.0
1999-02-11,676375.0
1999-02-12,678325.0
1999-02-15,680025.0
1999-02-16,685275.0
1999-02-17,685250.0
1999-02-18,685575.0
1999-02-19,685725.0
1999-02-22,690725.0
1999-02-23,690750.0
1999-02-24,694425.0
1999-02-25,694700.0
1999-02-26,694075.0
1999-03-01,695700.0
1999-03-02,695525.0
1999-03-03,694750.0
1999-03-04,703550.0
1999-03-05,702975.0
1999-03-08,698600.0
1999-03-09,697050.0
1999-03-10,696225.0
1999-03-11,698550.0
1999-03-12,703400.0
1999-03-15,706675.0
1999-03-16,698725.0
1999-03-17,696925.0
1999-03-18,696600.0
1999-03-19,696700.0
1999-03-22,694650.0
1999-03-23,694650.0
1999-03-24,694750.0
1999-03-25,700825.0
1999-03-26,707175.0
1999-03-29,714150.0
1999-03-30,716750.0
1999-03-31,714050.0
1999-04-01,721975.0
1999-04-06,722425.0
1999-04-07,717750.0
1999-04-08,716950.0
1999-04-09,718475.0
1999-04-12,721575.0
1999-04-13,722900.0
1999-04-14,727200.0
1999-04-15,738625.0
1999-04-16,741350.0
1999-04-19,742750.0
1999-04-20,742550.0
1999-04-21,742400.0
1999-04-22,741150.0
1999-04-23,740025.0
1999-04-26,745575.0
1999-04-27,743925.0
1999-04-28,744800.0
1999-04-29,745050.0
1999-04-30,746225.0
1999-05-04,747975.0
1999-05-05,746175.0
1999-05-06,745600.0
1999-05-07,752025.0
1999-05-10,756475.0
1999-05-11,761325.0
1999-05-12,762975.0
1999-05-13,761975.0
1999-05-14,762700.0
1999-05-17,763350.0
1999-05-18,765575.0
1999-05-19,767400.0
1999-05-20,769075.0
1999-05-21,773125.0
1999-05-24,775700.0
1999-05-25,774625.0
1999-05-26,775700.0
1999-05-27,776100.0
1999-05-28,776275.0
1999-06-01,776375.0
1999-06-02,773800.0
1999-06-03,775050.0
1999-06-04,775275.0
1999-06-07,774400.0
1999-06-08,773725.0
1999-06-09,774600.0
1999-06-10,773925.0
1999-06-11,773200.0
1999-06-14,772175.0
1999-06-15,770975.0
1999-06-16,771450.0
1999-06-17,770875.0
1999-06-18,768975.0
1999-06-21,765425.0
1999-06-22,763575.0
1999-06-23,762675.0
1999-06-24,763050.0
1999-06-25,761100.0
1999-06-28,759425.0
1999-06-29,756600.0
1999-06-30,755625.0
1999-07-01,754625.0
1999-07-02,754425.0
1999-07-05,752800.0
1999-07-06,751775.0
1999-07-07,750750.0
1999-07-08,748950.0
1999-07-09,759750.0
1999-07-12,757325.0
1999-07-13,766100.0
1999-07-14,764925.0
1999-07-15,764975.0
1999-07-16,767100.0
1999-07-19,763850.0
1999-07-20,760100.0
1999-07-21,762675.0
1999-07-22,763775.0
1999-07-23,762775.0
1999-07-26,766275.0
1999-07-27,767000.0
1999-07-28,769150.0
1999-07-29,769675.0
1999-07-30,770425.0
1999-08-02,769425.0
1999-08-03,771375.0
