,LESN
2011-10-10,15810.0
2011-10-11,15930.0
2011-10-12,15625.0
2011-10-13,15640.0
2011-10-14,15650.0
2011-10-17,15340.0
2011-10-18,15310.0
2011-10-19,15090.0
2011-10-20,14505.0
2011-10-21,14375.0
2011-10-24,14090.0
2011-10-25,13870.0
2011-10-26,14745.0
2011-10-27,14530.0
2011-10-28,14185.0
2011-10-31,13610.0
2011-11-01,13510.0
2011-11-02,13465.0
2011-11-03,13190.0
2011-11-04,12945.0
2011-11-07,12655.0
2011-11-08,12405.0
2011-11-09,12200.0
2011-11-10,11950.0
2011-11-11,11995.0
2011-11-14,11975.0
2011-11-15,11790.0
2011-11-16,11950.0
2011-11-17,11810.0
2011-11-18,11785.0
2011-11-21,11690.0
2011-11-22,11460.0
2011-11-23,10830.0
2011-11-24,10830.0
2011-11-25,10950.0
2011-11-28,10220.0
2011-11-29,10025.0
2011-11-30,10070.0
2011-12-01,10015.0
2011-12-02,10550.0
2011-12-05,10560.0
2011-12-06,10995.0
2011-12-07,10835.0
2011-12-08,10550.0
2011-12-09,11050.0
2011-12-12,11060.0
2011-12-13,11060.0
2011-12-14,11530.0
2011-12-15,11600.0
2011-12-16,11690.0
2011-12-19,11690.0
2011-12-20,11465.0
2011-12-21,11425.0
2011-12-22,11415.0
2011-12-23,10865.0
2011-12-28,10160.0
2011-12-29,10260.0
2011-12-30,10560.0
2012-01-03,10505.0
2012-01-04,10475.0
2012-01-05,10265.0
2012-01-06,9980.0
2012-01-09,9965.0
2012-01-10,10000.0
2012-01-11,8705.0
2012-01-12,8690.0
2012-01-13,8965.0
2012-01-16,8860.0
2012-01-17,8835.0
2012-01-18,8880.0
2012-01-19,8605.0
2012-01-20,8205.0
2012-01-23,8210.0
2012-01-24,7990.0
2012-01-25,7455.0
2012-01-26,7475.0
2012-01-27,7475.0
2012-01-30,7525.0
2012-01-31,7495.0
2012-02-01,7560.0
2012-02-02,7665.0
2012-02-03,7780.0
2012-02-06,7965.0
2012-02-07,7915.0
2012-02-08,7880.0
2012-02-09,7855.0
2012-02-10,7765.0
2012-02-13,7640.0
2012-02-14,7875.0
2012-02-15,8035.0
2012-02-16,8740.0
2012-02-17,8775.0
2012-02-20,8860.0
2012-02-21,9100.0
2012-02-22,8865.0
2012-02-23,8360.0
2012-02-24,8750.0
2012-02-27,8735.0
2012-02-28,9035.0
2012-02-29,9335.0
2012-03-01,9465.0
2012-03-02,9945.0
2012-03-05,10135.0
2012-03-06,10300.0
2012-03-07,10115.0
2012-03-08,10190.0
2012-03-09,10265.0
2012-03-12,10320.0
2012-03-13,10290.0
2012-03-14,10295.0
2012-03-15,10355.0
2012-03-16,10655.0
2012-03-19,10455.0
2012-03-20,11020.0
2012-03-21,11370.0
2012-03-22,11575.0
2012-03-23,11575.0
2012-03-26,11490.0
2012-03-27,11495.0
2012-03-28,11865.0
2012-03-29,11860.0
2012-03-30,12015.0
2012-04-02,12010.0
2012-04-03,12205.0
2012-04-04,12205.0
2012-04-05,12215.0
2012-04-10,12190.0
2012-04-11,12290.0
2012-04-12,12345.0
2012-04-13,12385.0
2012-04-16,12380.0
2012-04-17,12390.0
2012-04-18,12560.0
2012-04-19,12580.0
2012-04-20,12640.0
2012-04-23,12585.0
2012-04-24,12600.0
2012-04-25,12595.0
2012-04-26,12585.0
2012-04-27,13140.0
2012-04-30,13150.0
2012-05-01,13290.0
2012-05-02,13290.0
2012-05-03,13200.0
2012-05-04,13460.0
2012-05-08,13085.0
2012-05-09,13085.0
2012-05-10,12610.0
2012-05-11,12365.0
2012-05-14,10585.0
2012-05-15,10545.0
2012-05-16,11045.0
2012-05-17,10230.0
2012-05-18,10050.0
2012-05-21,8780.0
2012-05-22,8635.0
2012-05-23,8820.0
2012-05-24,8585.0
2012-05-25,8580.0
2012-05-28,7705.0
2012-05-29,7715.0
2012-05-30,9155.0
2012-05-31,8920.0
2012-06-01,8500.0
2012-06-06,8345.0
2012-06-07,8345.0
2012-06-08,8730.0
2012-06-11,9450.0
2012-06-12,9155.0
2012-06-13,8915.0
2012-06-14,8685.0
2012-06-15,8735.0
2012-06-18,8725.0
2012-06-19,9790.0
2012-06-20,9740.0
2012-06-21,10370.0
2012-06-22,10455.0
2012-06-25,9960.0
2012-06-26,9820.0
2012-06-27,9555.0
2012-06-28,9850.0
2012-06-29,9870.0
2012-07-02,9855.0
2012-07-03,10725.0
2012-07-04,10190.0
2012-07-05,10480.0
2012-07-06,10655.0
2012-07-09,9785.0
2012-07-10,9290.0
2012-07-11,8915.0
2012-07-12,8410.0
2012-07-13,8575.0
2012-07-16,7865.0
2012-07-17,7865.0
2012-07-18,7715.0
2012-07-19,8495.0
2012-07-20,7620.0
2012-07-23,8570.0
2012-07-24,8470.0
2012-07-25,8360.0
2012-07-26,7745.0
2012-07-27,7670.0
2012-07-30,7345.0
2012-07-31,7370.0
2012-08-01,8245.0
2012-08-02,8530.0
2012-08-03,8200.0
2012-08-06,7735.0
2012-08-07,7570.0
2012-08-08,7340.0
2012-08-09,7350.0
2012-08-10,6920.0
2012-08-13,6505.0
2012-08-14,5310.0
2012-08-15,5300.0
2012-08-16,5600.0
2012-08-17,5575.0
2012-08-20,6465.0
2012-08-21,6005.0
2012-08-22,6450.0
2012-08-23,5950.0
2012-08-24,5950.0
2012-08-28,5795.0
2012-08-29,5445.0
2012-08-30,6150.0
2012-08-31,6175.0
2012-09-03,5645.0
2012-09-04,5695.0
2012-09-05,5210.0
2012-09-06,5365.0
2012-09-07,4675.0
2012-09-10,4195.0
2012-09-11,3755.0
2012-09-12,4570.0
2012-09-13,4555.0
2012-09-14,4740.0
2012-09-17,4820.0
2012-09-18,4650.0
2012-09-19,5245.0
2012-09-20,5660.0
2012-09-21,4570.0
2012-09-24,4570.0
2012-09-25,4675.0
2012-09-26,5290.0
2012-09-27,5290.0
2012-09-28,5890.0
2012-10-01,5910.0
2012-10-02,5920.0
2012-10-03,6015.0
2012-10-04,5920.0
2012-10-05,6065.0
2012-10-08,6065.0
2012-10-09,6055.0
2012-10-10,6155.0
2012-10-11,5435.0
2012-10-12,5435.0
2012-10-15,5435.0
2012-10-16,5440.0
2012-10-17,6835.0
2012-10-18,6860.0
2012-10-19,7570.0
2012-10-22,7715.0
2012-10-23,7805.0
2012-10-24,7810.0
2012-10-25,7380.0
2012-10-26,7340.0
2012-10-29,6960.0
2012-10-30,7085.0
2012-10-31,6715.0
2012-11-01,6595.0
2012-11-02,6620.0
2012-11-05,6895.0
2012-11-06,6920.0
2012-11-07,6520.0
2012-11-08,6520.0
2012-11-09,6935.0
2012-11-12,6830.0
2012-11-13,6880.0
2012-11-14,6475.0
2012-11-15,6965.0
2012-11-16,6965.0
2012-11-19,6565.0
2012-11-20,6640.0
2012-11-21,6615.0
2012-11-22,6600.0
2012-11-23,6930.0
2012-11-26,7330.0
2012-11-27,7235.0
2012-11-28,7235.0
2012-11-29,7260.0
2012-11-30,7305.0
2012-12-03,8105.0
2012-12-04,8625.0
2012-12-05,8670.0
2012-12-06,8670.0
2012-12-07,8800.0
2012-12-10,8270.0
2012-12-11,8295.0
2012-12-12,8485.0
2012-12-13,8535.0
2012-12-14,8630.0
2012-12-17,8880.0
2012-12-18,8905.0
2012-12-19,9565.0
2012-12-20,9560.0
2012-12-21,9690.0
2012-12-24,9840.0
2012-12-27,9840.0
2012-12-28,10000.0
2012-12-31,10075.0
2013-01-02,10175.0
2013-01-03,10170.0
2013-01-04,9935.0
2013-01-07,9915.0
2013-01-08,9965.0
2013-01-09,9565.0
2013-01-10,9555.0
2013-01-11,9585.0
2013-01-14,9585.0
2013-01-15,9795.0
2013-01-16,9765.0
2013-01-17,9840.0
2013-01-18,9840.0
2013-01-21,9900.0
2013-01-22,10500.0
2013-01-23,10300.0
2013-01-24,10300.0
2013-01-25,10310.0
2013-01-28,10410.0
2013-01-29,10215.0
2013-01-30,10120.0
2013-01-31,10205.0
2013-02-01,10550.0
2013-02-04,10455.0
2013-02-05,10725.0
2013-02-06,10885.0
2013-02-07,10925.0
2013-02-08,11070.0
2013-02-11,11135.0
2013-02-12,11135.0
2013-02-13,11135.0
2013-02-14,11135.0
2013-02-15,11110.0
2013-02-18,11285.0
2013-02-19,11260.0
2013-02-20,11165.0
2013-02-21,11310.0
2013-02-22,11380.0
2013-02-25,11450.0
2013-02-26,11550.0
2013-02-27,11240.0
2013-02-28,11215.0
2013-03-01,11165.0
2013-03-04,11165.0
2013-03-05,11480.0
2013-03-06,11440.0
2013-03-07,11460.0
2013-03-08,11460.0
2013-03-11,11645.0
2013-03-12,11340.0
2013-03-13,11375.0
2013-03-14,11510.0
2013-03-15,11485.0
2013-03-18,11415.0
2013-03-19,11735.0
2013-03-20,11790.0
2013-03-21,11785.0
2013-03-22,11535.0
2013-03-25,11220.0
2013-03-26,11190.0
2013-03-27,11215.0
2013-03-28,10895.0
2013-04-02,10580.0
2013-04-03,11050.0
2013-04-04,11080.0
2013-04-05,10730.0
2013-04-08,10830.0
2013-04-09,10760.0
2013-04-10,10775.0
2013-04-11,11200.0
2013-04-12,11490.0
2013-04-15,11490.0
2013-04-16,11835.0
2013-04-17,11800.0
2013-04-18,11835.0
2013-04-19,11785.0
2013-04-22,11785.0
2013-04-23,11780.0
2013-04-24,11755.0
2013-04-25,11555.0
2013-04-26,11555.0
2013-04-29,11555.0
2013-04-30,11675.0
2013-05-01,11555.0
2013-05-02,11455.0
2013-05-03,11425.0
2013-05-07,11590.0
2013-05-08,11615.0
2013-05-09,11740.0
2013-05-10,11410.0
2013-05-13,11310.0
2013-05-14,10860.0
2013-05-15,10810.0
2013-05-16,10505.0
2013-05-17,10555.0
2013-05-20,10810.0
2013-05-21,10885.0
2013-05-22,10885.0
2013-05-23,11295.0
2013-05-24,11255.0
2013-05-28,11255.0
2013-05-29,11280.0
2013-05-30,11245.0
2013-05-31,11295.0
2013-06-03,11295.0
2013-06-04,11470.0
2013-06-05,10890.0
2013-06-06,11130.0
2013-06-07,11320.0
2013-06-10,10780.0
2013-06-11,10900.0
2013-06-12,10900.0
2013-06-13,10890.0
2013-06-14,10890.0
2013-06-17,10880.0
2013-06-18,11555.0
2013-06-19,11535.0
2013-06-20,11565.0
2013-06-21,9615.0
2013-06-24,9615.0
2013-06-25,9465.0
2013-06-26,9465.0
2013-06-27,11435.0
2013-06-28,11610.0
2013-07-01,11605.0
2013-07-02,11555.0
2013-07-03,11555.0
2013-07-04,11755.0
2013-07-05,11830.0
2013-07-08,11780.0
2013-07-09,11735.0
2013-07-10,10730.0
2013-07-11,10310.0
2013-07-12,9150.0
2013-07-15,9095.0
2013-07-16,9045.0
2013-07-17,9005.0
2013-07-18,9715.0
2013-07-19,8985.0
2013-07-22,9480.0
2013-07-23,9625.0
2013-07-24,9635.0
2013-07-25,9410.0
2013-07-26,9565.0
2013-07-29,9550.0
2013-07-30,9055.0
2013-07-31,8825.0
2013-08-01,9040.0
2013-08-02,9455.0
2013-08-05,9195.0
2013-08-06,9405.0
2013-08-07,10005.0
2013-08-08,9905.0
2013-08-09,9730.0
2013-08-12,9730.0
2013-08-13,9815.0
2013-08-14,9815.0
2013-08-15,9770.0
2013-08-16,9740.0
2013-08-19,9690.0
2013-08-20,9690.0
2013-08-21,9875.0
2013-08-22,10270.0
2013-08-23,11595.0
2013-08-27,11680.0
2013-08-28,10950.0
2013-08-29,10800.0
2013-08-30,11030.0
2013-09-02,10635.0
2013-09-03,10665.0
2013-09-04,10415.0
2013-09-05,10440.0
2013-09-06,10970.0
2013-09-09,11690.0
2013-09-10,11540.0
2013-09-11,11490.0
2013-09-12,11630.0
2013-09-13,11565.0
2013-09-16,12240.0
2013-09-17,12240.0
2013-09-18,12190.0
2013-09-19,11690.0
2013-09-20,11440.0
2013-09-23,11120.0
2013-09-24,11080.0
2013-09-25,11040.0
2013-09-26,10990.0
2013-09-27,10990.0
2013-09-30,11310.0
2013-10-01,10220.0
2013-10-02,10145.0
2013-10-03,10045.0
2013-10-04,10095.0
2013-10-07,9685.0
2013-10-08,9835.0
2013-10-09,9310.0
2013-10-10,9310.0
2013-10-11,9650.0
2013-10-14,10055.0
2013-10-15,10055.0
2013-10-16,10030.0
2013-10-17,10500.0
2013-10-18,10575.0
2013-10-21,10625.0
2013-10-22,10325.0
2013-10-23,10200.0
2013-10-24,9990.0
2013-10-25,9550.0
2013-10-28,9495.0
2013-10-29,9740.0
2013-10-30,9740.0
2013-10-31,8635.0
2013-11-01,8435.0
2013-11-04,8385.0
2013-11-05,8385.0
2013-11-06,8335.0
2013-11-07,8395.0
2013-11-08,8310.0
2013-11-11,8235.0
2013-11-12,8240.0
2013-11-13,7025.0
2013-11-14,6385.0
2013-11-15,6275.0
2013-11-18,6800.0
2013-11-19,7775.0
2013-11-20,8215.0
2013-11-21,6905.0
2013-11-22,6850.0
2013-11-25,7255.0
2013-11-26,8210.0
2013-11-27,8150.0
2013-11-28,8200.0
2013-11-29,8295.0
2013-12-02,8300.0
2013-12-03,8275.0
2013-12-04,8250.0
2013-12-05,8200.0
2013-12-06,8175.0
2013-12-09,8150.0
2013-12-10,7975.0
2013-12-11,7610.0
2013-12-12,7610.0
2013-12-13,7170.0
2013-12-16,7165.0
2013-12-17,7245.0
2013-12-18,7390.0
2013-12-19,6865.0
2013-12-20,6085.0
2013-12-23,5355.0
2013-12-24,5835.0
2013-12-27,5805.0
2013-12-30,6485.0
2013-12-31,6530.0
2014-01-02,6485.0
2014-01-03,6525.0
2014-01-06,6470.0
2014-01-07,5745.0
2014-01-08,5265.0
2014-01-09,5535.0
2014-01-10,5565.0
2014-01-13,6260.0
2014-01-14,6285.0
2014-01-15,5835.0
2014-01-16,6135.0
2014-01-17,6125.0
2014-01-20,6100.0
2014-01-21,6140.0
2014-01-22,6590.0
2014-01-23,6455.0
2014-01-24,6435.0
2014-01-27,6410.0
2014-01-28,5710.0
2014-01-29,5705.0
2014-01-30,5755.0
2014-01-31,5630.0
2014-02-03,5640.0
2014-02-04,5615.0
2014-02-05,5595.0
2014-02-06,5635.0
2014-02-07,5635.0
2014-02-10,5535.0
2014-02-11,5525.0
2014-02-12,5400.0
2014-02-13,4805.0
2014-02-14,4705.0
2014-02-17,4705.0
2014-02-18,4755.0
2014-02-19,4735.0
2014-02-20,4725.0
2014-02-21,4725.0
2014-02-24,4700.0
2014-02-25,4690.0
2014-02-26,4675.0
2014-02-27,4715.0
2014-02-28,4715.0
2014-03-03,5945.0
2014-03-04,6650.0
2014-03-05,6630.0
2014-03-06,7000.0
2014-03-07,6965.0
2014-03-10,7265.0
2014-03-11,7280.0
2014-03-12,7275.0
2014-03-13,7290.0
2014-03-14,7050.0
2014-03-17,7065.0
2014-03-18,7035.0
2014-03-19,7130.0
2014-03-20,7070.0
2014-03-21,7245.0
2014-03-24,7245.0
2014-03-25,7245.0
2014-03-26,7245.0
2014-03-27,7400.0
2014-03-28,7350.0
2014-03-31,7620.0
2014-04-01,7615.0
2014-04-02,7495.0
2014-04-03,7345.0
2014-04-04,7320.0
2014-04-07,7320.0
2014-04-08,7370.0
2014-04-09,7370.0
2014-04-10,7465.0
2014-04-11,7440.0
2014-04-14,7470.0
2014-04-15,7385.0
2014-04-16,7390.0
2014-04-17,7190.0
2014-04-22,4660.0
2014-04-23,4255.0
2014-04-24,4270.0
2014-04-25,4225.0
2014-04-28,4195.0
2014-04-29,5260.0
2014-04-30,5290.0
2014-05-01,5525.0
2014-05-02,5525.0
2014-05-06,5525.0
2014-05-07,6200.0
2014-05-08,5925.0
2014-05-09,5915.0
2014-05-12,5940.0
2014-05-13,5930.0
2014-05-14,5910.0
2014-05-15,6005.0
2014-05-16,6645.0
2014-05-19,6645.0
2014-05-20,7700.0
2014-05-21,7800.0
2014-05-22,7750.0
2014-05-23,7740.0
2014-05-27,7765.0
2014-05-28,7925.0
2014-05-29,7365.0
2014-05-30,7365.0
2014-06-02,7165.0
2014-06-03,7170.0
2014-06-04,7280.0
2014-06-05,7235.0
2014-06-06,7260.0
2014-06-09,7250.0
2014-06-10,7250.0
2014-06-11,7280.0
2014-06-12,7615.0
2014-06-13,8085.0
2014-06-16,8940.0
2014-06-17,8960.0
2014-06-18,9035.0
2014-06-19,9020.0
2014-06-20,9050.0
2014-06-23,9050.0
2014-06-24,8340.0
2014-06-25,8590.0
2014-06-26,8695.0
2014-06-27,8795.0
2014-06-30,8895.0
2014-07-01,8995.0
2014-07-02,9090.0
2014-07-03,9215.0
2014-07-04,9215.0
2014-07-07,9325.0
2014-07-08,9380.0
2014-07-09,9530.0
2014-07-10,9650.0
2014-07-11,9470.0
2014-07-14,9435.0
2014-07-15,9450.0
2014-07-16,9695.0
2014-07-17,9695.0
2014-07-18,9805.0
2014-07-21,9820.0
2014-07-22,9895.0
2014-07-23,9895.0
2014-07-24,10045.0
2014-07-25,10045.0
2014-07-28,10045.0
2014-07-29,9550.0
2014-07-30,9540.0
2014-07-31,9540.0
2014-08-01,9490.0
2014-08-04,9490.0
2014-08-05,9500.0
2014-08-06,10185.0
2014-08-07,10405.0
2014-08-08,10480.0
2014-08-11,10480.0
2014-08-12,10480.0
2014-08-13,10480.0
2014-08-14,10340.0
2014-08-15,9980.0
2014-08-18,9725.0
2014-08-19,9845.0
2014-08-20,10470.0
2014-08-21,10470.0
2014-08-22,9490.0
2014-08-26,9490.0
2014-08-27,9490.0
2014-08-28,9495.0
2014-08-29,9505.0
2014-09-01,9655.0
2014-09-02,9645.0
2014-09-03,9625.0
2014-09-04,9595.0
2014-09-05,9565.0
2014-09-08,9560.0
2014-09-09,9535.0
2014-09-10,9540.0
2014-09-11,9540.0
2014-09-12,9505.0
2014-09-15,9365.0
2014-09-16,9365.0
2014-09-17,8865.0
2014-09-18,8740.0
2014-09-19,8635.0
2014-09-22,8250.0
2014-09-23,8250.0
2014-09-24,8230.0
2014-09-25,8130.0
2014-09-26,8130.0
2014-09-29,8010.0
2014-09-30,8010.0
2014-10-01,8020.0
2014-10-02,8180.0
2014-10-03,8865.0
2014-10-06,8840.0
2014-10-07,8840.0
2014-10-08,8835.0
2014-10-09,8935.0
2014-10-10,8935.0
2014-10-13,8935.0
2014-10-14,8935.0
2014-10-15,8935.0
2014-10-16,8885.0
2014-10-17,8710.0
2014-10-20,8710.0
2014-10-21,8590.0
2014-10-22,8560.0
2014-10-23,8560.0
2014-10-24,8540.0
2014-10-27,8490.0
2014-10-28,8600.0
2014-10-29,8485.0
2014-10-30,8630.0
2014-10-31,8685.0
2014-11-03,9860.0
2014-11-04,9860.0
2014-11-05,9610.0
2014-11-06,9600.0
2014-11-07,8165.0
2014-11-10,8150.0
2014-11-11,8150.0
2014-11-12,8135.0
2014-11-13,8385.0
2014-11-14,8305.0
2014-11-17,8205.0
2014-11-18,9320.0
2014-11-19,8440.0
2014-11-20,8755.0
2014-11-21,8880.0
2014-11-24,8925.0
2014-11-25,9075.0
2014-11-26,7050.0
2014-11-27,8805.0
2014-11-28,7795.0
2014-12-01,9050.0
2014-12-02,8135.0
2014-12-03,8390.0
2014-12-04,8320.0
2014-12-05,9200.0
2014-12-08,9945.0
2014-12-09,9820.0
2014-12-10,9920.0
2014-12-11,10020.0
2014-12-12,9825.0
2014-12-15,9815.0
2014-12-16,10885.0
2014-12-17,10810.0
2014-12-18,9780.0
2014-12-19,9720.0
2014-12-22,9510.0
2014-12-23,9280.0
2014-12-24,10245.0
2014-12-29,10145.0
2014-12-30,10145.0
2014-12-31,10185.0
2015-01-02,10270.0
2015-01-05,10250.0
2015-01-06,10250.0
2015-01-07,9640.0
2015-01-08,9705.0
2015-01-09,9800.0
2015-01-12,9775.0
2015-01-13,10775.0
2015-01-14,10755.0
2015-01-15,10705.0
2015-01-16,10655.0
2015-01-19,10615.0
2015-01-20,10615.0
2015-01-21,10630.0
2015-01-22,11185.0
2015-01-23,11225.0
2015-01-26,11225.0
2015-01-27,11205.0
2015-01-28,11180.0
2015-01-29,11175.0
2015-01-30,11175.0
2015-02-02,11180.0
2015-02-03,10825.0
2015-02-04,10710.0
2015-02-05,10695.0
2015-02-06,10655.0
2015-02-09,10355.0
2015-02-10,10165.0
2015-02-11,9250.0
2015-02-12,9315.0
2015-02-13,9355.0
2015-02-16,9355.0
2015-02-17,9360.0
2015-02-18,9225.0
2015-02-19,9240.0
2015-02-20,9240.0
2015-02-23,9240.0
2015-02-24,9195.0
2015-02-25,9200.0
2015-02-26,9180.0
2015-02-27,10145.0
2015-03-02,9905.0
2015-03-03,9865.0
2015-03-04,9890.0
2015-03-05,9775.0
2015-03-06,9750.0
2015-03-09,9825.0
2015-03-10,9565.0
2015-03-11,9520.0
2015-03-12,9530.0
2015-03-13,9625.0
2015-03-16,9155.0
2015-03-17,9130.0
2015-03-18,9260.0
2015-03-19,9230.0
2015-03-20,9225.0
2015-03-23,9195.0
2015-03-24,9160.0
2015-03-25,9480.0
2015-03-26,9505.0
2015-03-27,9505.0
2015-03-30,9470.0
2015-03-31,9445.0
2015-04-01,9415.0
2015-04-02,9370.0
2015-04-07,9340.0
2015-04-08,9335.0
2015-04-09,9310.0
2015-04-10,9310.0
2015-04-13,9310.0
2015-04-14,9155.0
2015-04-15,9105.0
2015-04-16,9075.0
2015-04-17,9070.0
2015-04-20,9070.0
2015-04-21,8945.0
2015-04-22,8870.0
2015-04-23,8840.0
2015-04-24,8740.0
2015-04-27,8620.0
2015-04-28,8435.0
2015-04-29,8290.0
2015-04-30,8290.0
2015-05-01,8235.0
2015-05-05,8130.0
2015-05-06,8080.0
2015-05-07,8155.0
2015-05-08,8055.0
2015-05-11,8055.0
2015-05-12,7880.0
2015-05-13,7925.0
2015-05-14,7260.0
2015-05-15,7250.0
2015-05-18,7050.0
2015-05-19,7000.0
2015-05-20,7095.0
2015-05-21,7095.0
2015-05-22,7090.0
2015-05-26,7210.0
2015-05-27,7160.0
2015-05-28,7155.0
2015-05-29,6960.0
2015-06-01,6945.0
2015-06-02,6920.0
2015-06-03,6915.0
2015-06-04,6920.0
2015-06-05,7015.0
2015-06-08,6515.0
2015-06-09,6580.0
2015-06-10,6580.0
2015-06-11,6610.0
2015-06-12,6585.0
2015-06-15,6560.0
2015-06-16,6310.0
2015-06-17,5710.0
2015-06-18,5535.0
2015-06-19,5570.0
2015-06-22,5530.0
2015-06-23,5550.0
2015-06-24,5660.0
2015-06-25,5670.0
2015-06-26,5675.0
2015-06-29,5800.0
2015-06-30,6100.0
2015-07-01,6070.0
2015-07-02,6045.0
2015-07-03,5970.0
2015-07-06,6230.0
2015-07-07,6005.0
2015-07-08,5985.0
2015-07-09,6010.0
2015-07-10,6025.0
2015-07-13,6190.0
2015-07-14,6330.0
2015-07-15,6335.0
2015-07-16,6390.0
2015-07-17,5890.0
2015-07-20,5870.0
2015-07-21,5870.0
2015-07-22,5870.0
2015-07-23,5795.0
2015-07-24,5780.0
2015-07-27,5820.0
2015-07-28,5795.0
2015-07-29,5450.0
2015-07-30,5405.0
2015-07-31,5460.0
2015-08-03,5460.0
2015-08-04,5460.0
2015-08-05,5555.0
2015-08-06,5585.0
2015-08-07,5630.0
2015-08-10,5630.0
2015-08-11,5595.0
2015-08-12,5610.0
2015-08-13,5650.0
2015-08-14,5400.0
2015-08-17,4405.0
2015-08-18,3940.0
2015-08-19,4740.0
2015-08-20,4200.0
2015-08-21,4435.0
2015-08-24,4475.0
2015-08-25,4360.0
2015-08-26,4400.0
2015-08-27,4790.0
2015-08-28,4810.0
2015-09-01,3535.0
2015-09-02,3525.0
2015-09-03,3595.0
2015-09-04,3665.0
2015-09-07,3670.0
2015-09-08,3675.0
2015-09-09,3840.0
2015-09-10,3850.0
2015-09-11,4080.0
2015-09-14,4070.0
2015-09-15,4145.0
2015-09-16,4320.0
2015-09-17,4295.0
2015-09-18,4365.0
2015-09-21,4205.0
2015-09-22,3875.0
2015-09-23,3835.0
2015-09-24,3785.0
2015-09-25,3780.0
2015-09-28,3780.0
2015-09-29,3970.0
2015-09-30,3970.0
2015-10-01,3920.0
2015-10-02,3925.0
2015-10-05,3875.0
2015-10-06,3850.0
2015-10-07,3865.0
2015-10-08,3860.0
2015-10-09,3860.0
2015-10-12,3850.0
2015-10-13,3825.0
2015-10-14,3790.0
2015-10-15,3790.0
2015-10-16,3830.0
2015-10-19,3835.0
2015-10-20,3935.0
2015-10-21,4180.0
2015-10-22,4215.0
2015-10-23,4260.0
2015-10-26,4260.0
2015-10-27,4260.0
2015-10-28,4470.0
2015-10-29,4470.0
2015-10-30,4235.0
2015-11-02,4275.0
2015-11-03,4195.0
2015-11-04,4590.0
2015-11-05,4515.0
2015-11-06,4265.0
2015-11-09,4745.0
2015-11-10,4755.0
2015-11-11,4680.0
2015-11-12,4770.0
2015-11-13,4750.0
2015-11-16,4755.0
2015-11-17,4755.0
2015-11-18,4830.0
2015-11-19,4810.0
2015-11-20,4805.0
2015-11-23,4845.0
2015-11-24,4840.0
2015-11-25,4720.0
2015-11-26,4735.0
2015-11-27,4745.0
2015-11-30,4710.0
2015-12-01,4660.0
2015-12-02,4710.0
2015-12-03,4700.0
2015-12-04,4725.0
2015-12-07,5285.0
2015-12-08,5130.0
2015-12-09,5130.0
2015-12-10,5115.0
2015-12-11,5055.0
2015-12-14,4705.0
2015-12-15,4575.0
2015-12-16,4990.0
2015-12-17,5000.0
2015-12-18,4950.0
2015-12-21,4970.0
2015-12-22,4950.0
2015-12-23,5030.0
2015-12-24,5715.0
2015-12-29,5715.0
2015-12-30,5700.0
2015-12-31,5700.0
2016-01-04,5625.0
2016-01-05,5635.0
2016-01-06,5610.0
2016-01-07,5665.0
2016-01-08,5720.0
2016-01-11,5710.0
2016-01-12,5535.0
2016-01-13,5535.0
2016-01-14,5565.0
2016-01-15,5565.0
2016-01-18,5350.0
2016-01-19,5390.0
2016-01-20,5225.0
2016-01-21,4940.0
2016-01-22,4840.0
2016-01-25,4835.0
2016-01-26,4485.0
2016-01-27,4170.0
2016-01-28,4155.0
2016-01-29,4045.0
2016-02-01,4060.0
2016-02-02,4030.0
2016-02-03,3910.0
2016-02-04,3675.0
2016-02-05,3675.0
2016-02-08,3645.0
2016-02-09,3645.0
2016-02-10,3645.0
2016-02-11,3635.0
2016-02-12,3510.0
2016-02-15,3395.0
2016-02-16,3395.0
2016-02-17,3430.0
2016-02-18,3415.0
2016-02-19,3350.0
2016-02-22,3430.0
2016-02-23,3290.0
2016-02-24,3290.0
2016-02-25,3235.0
2016-02-26,3235.0
2016-02-29,3265.0
2016-03-01,3300.0
2016-03-02,3310.0
2016-03-03,3280.0
2016-03-04,3280.0
2016-03-07,3325.0
2016-03-08,3325.0
2016-03-09,3300.0
2016-03-10,3350.0
2016-03-11,3500.0
2016-03-14,3545.0
2016-03-15,3555.0
2016-03-16,3725.0
2016-03-17,3965.0
2016-03-18,3950.0
2016-03-21,3990.0
2016-03-22,3830.0
2016-03-23,3845.0
2016-03-24,3865.0
2016-03-29,4035.0
2016-03-30,4290.0
2016-03-31,4275.0
2016-04-01,4265.0
2016-04-04,4285.0
2016-04-05,4285.0
2016-04-06,4285.0
2016-04-07,4145.0
2016-04-08,4165.0
2016-04-11,4175.0
2016-04-12,4210.0
2016-04-13,4220.0
2016-04-14,4230.0
2016-04-15,4240.0
2016-04-18,4245.0
2016-04-19,4235.0
2016-04-20,4270.0
2016-04-21,4330.0
2016-04-22,4155.0
2016-04-25,4125.0
2016-04-26,4145.0
2016-04-27,4195.0
2016-04-28,4205.0
2016-04-29,4975.0
2016-05-03,5095.0
2016-05-04,5140.0
2016-05-05,5265.0
2016-05-06,5315.0
2016-05-09,5175.0
2016-05-10,5250.0
2016-05-11,5360.0
2016-05-12,5555.0
2016-05-13,5655.0
2016-05-16,5795.0
2016-05-17,5830.0
2016-05-18,5935.0
2016-05-19,5935.0
2016-05-20,5870.0
